1,119.8929321310357
3,166.80807910822023
19,168.55466469356844
43,153.5941187833451
53,162.5188892011817
64,157.24428050203178
83,164.09149209347754
102,159.66957307755612
111,145.39664895782428
130,135.62105213902245
144,139.72955919572834
166,161.2210313433627
181,150.4544078816742
195,153.10235751934934
202,169.94039901778294
217,158.84211011398364
234,165.44795194012568
255,152.236265239847
268,233.2288157066267
279,223.12275585696378
290,227.18288163404154
316,214.51121923816993
323,219.34125641029328
344,221.59941989189008
355,209.9626794058881
368,213.58189481818437
388,223.6673415531111
395,234.34098730616506
422,246.22023579183698
433,236.49691305335858
445,242.1816930240501
465,233.74338423959955
478,238.8480830604563
486,251.1990264878459
503,243.767273902222
520,252.98414571176633
535,245.39565611203258
555,244.85341987783204
568,254.33172381308603
586,244.16478058053326
599,253.42909949573675
614,240.41322200861407
619,247.01301666141714
641,242.83284869636736
649,250.01546033408005
674,241.93669571974684
688,242.8083078185445
708,258.01364171304243
718,274.23132530553755
738,268.84230657264277
747,173.82644612965044
757,167.42839158159833
774,185.40220995747038
796,156.65225728998016
804,169.16730301140504
825,180.3647406586019
834,169.171356149513
859,169.58884403270136
863,160.76916999271268
879,151.16579034066152
900,153.66810747164854
919,143.0703162553321
929,155.4497275657778
946,163.31328882946113
951,157.51313763962423
975,159.6050797090294
989,145.18891115774363
1003,151.444384107504
1020,144.25756238228328
1027,153.1357759294696
1043,150.35600244892098
1066,154.8416748426307
1074,168.1177427279974
1098,162.84366683735755
1115,175.0162007283155
1123,172.00280393995826
1143,179.66337895745147
1155,179.34642245690972
1163,218.39348767584485
1187,215.34785999061128
1201,205.93294661519653
1215,218.41218291110803
1222,187.3119186412647
1240,204.58446600157254
1256,196.41462234709104
1267,202.90723911173606
1292,213.09027044199587
1302,163.88347524960204
1319,160.93304500813466
1331,170.6781510291655
1351,175.14172426210965
1362,157.22965831014068
1380,164.69372875233753
1401,163.53003822725103
1416,98.59126023671793
1417,204.33272184647018
1439,193.70739865763585
1451,208.6580485756617
1472,211.2143062845114
1486,200.60122051149156
1497,207.80637270784138
1517,203.23732735223282
1526,213.39267147744937
1540,199.98896423765126
1564,197.84740520973207
1575,209.40054908082118
1583,214.98066283801387
1605,216.30526648696016
1627,209.77344176642532
1635,104.70514280000907
1644,95.49626341235894
1658,109.03099045355354
1682,106.94214583280227
1689,189.39204113010277
1703,111.80254874384858
1730,96.48208595697844
1747,98.05393976579319
1752,191.83076791137557
1774,195.74076198807802
1786,180.0938773041315
1798,184.9554152149081
1812,168.1235161077915
1825,174.6565953117783
1850,164.28929628170562
1864,167.12382539881565
1883,182.26779389940987
1884,107.2489395362824
1906,114.48314158068929
1917,101.93021443434792
1930,111.88547591646305
1957,90.98751603189979
1973,106.18905288019552
1980,102.00206189355393
1990,111.19210863236299
2005,119.83862314948664
2022,108.2227552161888
2041,114.32270963017135
2055,112.52856066193908
2073,93.42841853809507
2083,108.07851245598876
2097,99.85816366916762
2122,104.82983192891763
2133,119.68733200171415
2142,130.2451582658354
2155,134.1974071883135
2184,121.65971976304354
2192,196.2848679836825
2207,202.66442332677335
2215,192.39770620399344
2238,222.63175214856778
2247,217.70214698537222
2263,223.52662980507628
2289,217.2451531097911
2293,161.61809322066728
2310,160.56672447845364
2333,136.54239704455108
2341,131.95388687176808
2360,131.62366230352958
2379,143.4489594042214
2389,108.52390438571781
2401,92.5809026375795
2421,80.41105752642868
2436,86.39016772337988
2448,90.76106942152579
2466,78.70705223983954
2476,89.02430165024388
2492,71.50233049820795
2510,71.7126148678414
2519,84.6227736729583
2531,76.21928839318576
2550,75.95115134254725
2564,83.23238805597622
2590,84.19106867241462
2597,192.7707267016782
2613,189.1869418780615
2629,200.13602704503498
2650,182.5044186060775
2660,188.4799684741187
